"","id","X","original_title","release_date","Actor","actorMovieCount","runtime","ProductionBudget","DomesticGross","quarter","animation","comedy","family","adventure","fantasy","romance","drama","action","crime","thriller","horror","history","mystery","war","music","documentary","western","scifi","clean_director","New Year's Day","Martin Luther King Jr. Day","Valentine's Day","Presidents' Day","Good Friday","Mother's Day","Memorial Day","Father's Day","Independence Day","Labor Day","Columbus Day","Veterans Day","Thanksgiving Day","Christmas Eve","Christmas Day","Independence Day observed","Christmas Day observed","New Year's Day observed","Christmas Eve observed","Veterans Day observed","related_holiday"
"608",46195,1426,"rio",2011-04-03,"jesseeisenberg",4,96,9e+07,143619809,"Q2",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"carlossaldanha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"609",46198,1200,"my girlfriend s boyfriend",2010-04-22,"alyssamilano",1,84,1400000,34513500.7541806,"Q2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"daryntufts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"610",46503,81,"all good things",2010-12-03,"ryangosling",4,101,2e+07,582024,"Q4",0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,"andrewjarecki",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"611",46729,619,"fetching cody",2005-10-01,"jaybaruchel",1,87,1500000,34513500.7541806,"Q1",0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,"davidray",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"612",46849,601,"eye of the dolphin",2007-08-24,"carlyschroeder",1,100,2500000,72210,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"michaeld.sellers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"613",46989,273,"blue car",2002-01-11,"margaretcolin",1,92,1e+06,464126,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"karenmoncrieff",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"614",47607,2141,"tiny furniture",2010-11-12,"lenadunham",1,99,50000,391674,"Q4",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"lenadunham",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"None"
"615",47816,21,"3 strikes",2000-03-01,"brianhooks",1,82,4e+06,9821335,"Q1",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"djpooh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"616",47933,878,"independence day resurgence",2016-06-22,"liamhemsworth",1,120,1.65e+08,103144286,"Q2",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"rolandemmerich",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"617",48231,48,"a dangerous method",2011-09-30,"keiraknightley",1,99,2e+07,5702083,"Q4",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"davidcronenberg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"618",48620,1957,"the mighty macs",2009-10-21,"carlagugino",1,102,7e+06,1891936,"Q4",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"timchambers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"619",49013,346,"cars 2",2011-06-11,"owenwilson",4,106,2e+08,191450875,"Q2",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bradlewis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"620",49018,888,"insidious",2010-09-13,"patrickwilson",4,103,1500000,54009150,"Q2",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"jameswan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"621",49051,1847,"the hobbit an unexpected journey",2012-11-26,"ianmckellen",3,169,2e+08,303003568,"Q4",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"peterjackson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"622",49081,1112,"maurice richard",2005-10-25,"roydupuis",1,124,8e+06,34513500.7541806,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"charlesbinam√©",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"623",49521,1097,"man of steel",2013-06-12,"henrycavill",1,143,2.25e+08,291045518,"Q2",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,"zacksnyder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"624",49526,1359,"premium rush",2012-08-24,"josephgordonlevitt",3,91,3.5e+07,20275446,"Q3",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"davidkoepp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"625",49830,433,"contagion",2010-03-29,"vinniebilancio",1,90,6e+07,75658097,"Q3",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,"johnlechago",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"626",50875,815,"higher ground",2011-08-26,"verafarmiga",2,109,1800000,841056,"Q3",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"verafarmiga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"627",51384,1071,"lovely still",2008-01-01,"martinlandau",2,92,5e+06,127564,"Q3",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"nicholasfackler",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New Year's Day"
"628",51828,1259,"one day",2011-03-02,"annehathaway",4,107,1.5e+07,13843771,"Q2",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"lonescherfig",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"629",51938,885,"inside out",2006-04-22,"eriqlasalle",1,90,1.75e+08,356461711,"Q2",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"davidogden",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"630",51986,1659,"tangled",2001-11-02,"rachaelleighcook",2,100,2.6e+08,200821936,"Q4",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"jaylowi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"631",52067,359,"cedar rapids",2011-02-11,"anneheche",1,87,1e+07,6861102,"Q1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"miguelarteta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"632",52462,2002,"the pet",2006-05-17,"pierredulat",1,94,1e+06,34513500.7541806,"Q1",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"d.stevens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"633",53214,1530,"signs",2008-03-10,"kestiemorassi",1,12,70702619,227969295,"Q3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"patrickhughes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"634",54040,2243,"wanderlust",2006-07-12,"allisonanders",1,84,32500000,17288155,"Q1",0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,"robertpulcini",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"635",54518,960,"justin bieber never say never",2011-02-11,"justinbieber",1,105,1.3e+07,73013910,"Q1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"jonm.chu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"636",55567,1593,"standing ovation",2010-07-16,"kaylajackson",1,105,5600000,531806,"Q3",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"stewartraffill",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"637",55903,237,"betty fisher et autres histoires",2001-09-01,"sandrinekiberlain",1,103,7500000,206400,"Q3",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"claudemiller",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"None"
"638",56288,1592,"spy kids all the time in the world",2011-08-18,"jessicaalba",4,89,2.7e+07,38536376,"Q3",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"robertrodriguez",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"639",56491,882,"in her line of fire",2006-04-21,"marielhemingway",2,88,1e+06,884,"Q2",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"briantrenchard-smith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"640",56666,634,"fiza",2000-09-08,"hrithikroshan",1,170,1e+06,623791,"Q3",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"khalidmohammed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"641",56715,964,"just visiting",2001-04-06,"jeanreno",1,88,4e+07,4777007,"Q2",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"jean-mariepoir√©",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"642",57022,1633,"sunshine state",2002-06-21,"alanking",1,141,5600000,3064356,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"johnsayles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"643",57089,836,"hoodwinked too hood vs evil",2011-04-29,"haydenpanettiere",1,86,3e+07,10143779,"Q2",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mikedisa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"644",57201,1924,"the lone ranger",2013-07-03,"johnnydepp",10,149,2.25e+08,89302115,"Q3",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"goreverbinski",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"None"
"645",57825,304,"bride prejudice",2004-02-11,"aishwaryaraibachchan",1,111,7e+06,6601079,"Q1",0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,"gurinderchadha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"646",58396,953,"joy",2010-04-08,"samiramaas",1,102.936454849498,6e+07,56451232,"Q4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mijkedejong",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"647",59859,973,"kick ass 2",2013-07-17,"aarontaylorjohnson",2,103,2.8e+07,28795985,"Q3",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"jeffwadlow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"648",60304,780,"hansel gretel witch hunters",2013-01-17,"jeremyrenner",1,88,5e+07,55703475,"Q1",0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,"tommywirkola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"649",60307,507,"diary of a wimpy kid rodrick rules",2011-03-25,"zacharygordon",1,99,1.8e+07,52698535,"Q1",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"davidbowers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"650",60422,131,"another happy day",2011-11-18,"ellenbarkin",1,119,4e+06,9120,"Q4",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"samlevinson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"651",60599,140,"arbitrage",2012-09-14,"richardgere",3,100,1.2e+07,7919574,"Q3",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"nicholasjarecki",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"652",60747,1397,"red dawn",2012-11-21,"chrishemsworth",3,93,6.5e+07,44806783,"Q4",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,"danbradley",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"None"
"653",61038,736,"go for it ",2011-05-13,"aimeegarcia",1,105,2450000,180237,"Q2",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"carmenmarron",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"654",61222,828,"home",2008-10-29,"isabellehuppert",2,98,1.3e+08,177397510,"Q1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ursulameier",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"655",61891,130,"anonymous",2011-10-21,"jamiecampbellbower",1,130,27500000,4463292,"Q4",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,"rolandemmerich",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"656",62116,1209,"nannerl la soeur de mozart",2010-06-09,"mariefÈret",1,120,4500000,707885,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ren√©f√©ret",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"657",62206,15,"30 minutes or less",2011-08-11,"jesseeisenberg",4,83,2.8e+07,37053924,"Q3",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"rubenfleischer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"658",62211,1166,"monsters university",2013-06-20,"billycrystal",1,104,2e+08,268488329,"Q2",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"danscanlon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"659",62677,1564,"songcatcher",2001-03-01,"47627",1,109,1800000,3050934,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"maggiegreenwald",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"660",62837,525,"dolphin tale",2011-09-23,"morganfreeman",4,113,3.7e+07,72286779,"Q3",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"charlesmartinsmith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"661",63006,549,"dum maaro dum",2011-04-22,"abhishekbachchan",1,130,5200000,564489,"Q2",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"rohansippy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good Friday"
"662",63287,2013,"the poker house",2008-06-20,"jenniferlawrence",1,93,1e+06,34513500.7541806,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"loripetty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"663",64686,23,"47 ronin",2013-12-06,"keanureeves",8,119,1.75e+08,38362475,"Q4",0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"carlrinsch",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"664",65186,651,"forget me not",2011-05-06,"tobiasmenzies",1,93,1300000,34513500.7541806,"Q2",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"lanceroehrig",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"665",65990,1133,"meteor",2009-10-09,"billycampbell",1,188,1.6e+07,8400000,"Q4",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,"erniebarbarash",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"666",65997,2224,"vampires",2010-04-17,"carloferrante",1,88,2e+07,20268825,"Q4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"vincentlannoo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"667",66025,1171,"mooz lum",2011-02-11,"nialong",2,95,1500000,362239,"Q1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"qasimbasir",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"668",66942,757,"griff the invisible",2011-08-19,"ryankwanten",1,93,2900000,20778,"Q3",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"leonford",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"669",68412,18,"3 backyards",2010-01-01,"ediefalco",1,88,3e+05,39475,"Q1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ericmendelsohn",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New Year's Day"
"670",68569,904,"invincible",2001-01-01,"timroth",2,90,4e+07,57806952,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"wernerherzog",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New Year's Day"
"671",68684,498,"detention",2011-03-16,"shanleycaswell",1,93,1e+07,34513500.7541806,"Q2",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"josephkahn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"672",68722,1951,"the master",2012-09-07,"joaquinphoenix",3,137,37500000,16247159,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"paulthomasanderson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"673",68726,1287,"pacific rim",2013-07-11,"idriselba",2,131,1.9e+08,101802906,"Q3",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"guillermodeltoro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"674",68728,1286,"oz the great and powerful",2013-03-07,"jamesfranco",2,130,2e+08,234770996,"Q1",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"samraimi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"675",68734,141,"argo",2012-10-11,"benaffleck",10,120,44500000,136025503,"Q4",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"benaffleck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"676",68737,1503,"seventh son",2014-12-12,"jeffbridges",8,102,9.5e+07,17725785,"Q4",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"sergeibodrov",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"677",68812,1863,"the iceman",2012-09-01,"michaelshannon",3,105,1e+07,1930282,"Q2",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"arielvromen",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"None"
"678",70282,2105,"the visit",2000-01-01,"obbababatundÈ",1,107,5e+06,65206105,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"jordanwalker-pearlman",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New Year's Day"
"679",70435,789,"haywire",2011-11-06,"ginacarano",1,93,2.3e+07,18942396,"Q1",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"stevensoderbergh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"680",70829,1909,"the last godfather",2010-12-29,"harveykeitel",2,100,13400000,164247,"Q2",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"shimhyung-rae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"None"
"681",71679,1413,"resident evil retribution",2012-09-12,"millajovovich",3,95,6.5e+07,42345531,"Q3",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,"paulw.s.anderson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"682",71866,1664,"tanner hall",2009-09-14,"rooneymara",1,96,3e+06,5073,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"tatianavonfurstenberg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"683",72003,1755,"the dark knight",2011-07-11,"kylewalsh",1,86,1.85e+08,535234033,"Q3",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,"drewmaxwell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"684",72213,441,"courageous",2011-09-30,"alexkendrick",1,129,2e+06,34522221,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"alexkendrick",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"685",72710,1851,"the host",2013-03-22,"saoirseronan",1,125,5e+07,26623701,"Q1",0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"andrewniccol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"686",72766,1215,"newlyweds",2011-12-26,"edwardburns",3,85,9000,4584,"Q1",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"edwardburns",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,"Christmas Day observed"
"687",72913,110,"amigo",2010-07-14,"chriscooper",2,128,1500000,184705,"Q3",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,"johnsayles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"688",72914,613,"fat sick nearly dead",2010-04-16,"joecross",1,97,2600000,34513500.7541806,"Q2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"kurtengfehr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"689",72976,1039,"lincoln",2012-11-09,"danieldaylewis",4,149,6.5e+07,182207973,"Q4",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"stevenspielberg",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"None"
"690",73532,1017,"le havre",2011-05-17,"andrÈwilms",1,93,5500000,611709,"Q4",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"akikaurism√§ki",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"691",74457,1400,"redemption road",2011-08-26,"michaelclarkeduncan",1,91,2300000,29384,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"mariovanpeebles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"692",74510,969,"kevin hart laugh at my pain",2011-09-09,"kevinhart",5,89,750000,7706436,"Q3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"lesliesmall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"693",74777,37,"absentia",2011-03-03,"katieparker",1,92,70000,34513500.7541806,"Q2",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,"mikeflanagan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"694",75033,2292,"winnie mandela",2011-09-16,"eliaskoteas",1,107,1.5e+07,61847,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"darrelljamesroodt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"695",75657,1487,"screwed",2011-06-03,"jamesdarcy",1,110,1.2e+07,6982680,"Q2",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"regtraviss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"696",76492,840,"hotel transylvania",2012-09-20,"adamsandler",9,91,8.5e+07,148313048,"Q3",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"genndytartakovsky",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"697",76640,1912,"the last stand",2013-01-12,"arnoldschwarzenegger",9,107,3e+07,12050299,"Q1",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"kimjee-woon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"698",76649,1349,"pompeii",2014-02-18,"kitharington",1,105,8e+07,23169033,"Q1",0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,"paulw.s.anderson",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"699",77332,2216,"urbania",2000-01-24,"danfutterman",2,103,225000,1032075,"Q3",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"jonmatthews",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"700",77930,1089,"magic mike",2012-06-28,"channingtatum",2,110,7e+06,113721571,"Q2",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"stevensoderbergh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"701",77931,2066,"the smurfs 2",2013-07-30,"hankazaria",3,105,1.1e+08,71017784,"Q3",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"rajagosnell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"702",77951,2240,"walking with dinosaurs",2013-12-18,"charlierowe",1,87,8e+07,36076121,"Q4",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"barrycook",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"703",78307,1266,"on the outs",2004-09-11,"judymarte",1,86,250000,49772,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"michaelskolnik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"704",78705,333,"cama adentro",2004-09-21,"normaaleandro",1,83,8e+05,200433,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"jorgegaggero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"705",79120,2254,"weekend",2011-09-22,"tomcullen",1,96,190000,484592,"Q3",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"andrewhaigh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"706",79161,25,"51 birch street",2006-10-18,"carolblock",1,90,350000,84689,"Q4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"dougblock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
