"","original_title","id","genres","release_date","revenue","budget","runtime","popularity","production_companies","vote_average","DomesticGross","Theaters","TotalGross","ReleaseDate","Distributor","Year","FullDate"
"2378","freezeframe","12612","[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",2004-05-01,0,"0",99,"2.352193","[]",6.9,"1100","1","1100","Dec 10","First Look International",2004,2004-12-10
"2379","freezone","7483","[{'id': 18, 'name': 'Drama'}]",2005-04-18,0,"0",90,"3.11224","[{'name': 'SCOPE Invest', 'id': 2250}]",4.8,"34340","2","32381","Apr 7","New Yorker Films",2006,2006-04-07
"2380","frequency","10559","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",2000-04-28,68106245,"31000000",118,"10.163266","[{'name': 'New Line Cinema', 'id': 12}]",7,"45010278","2631","45010278","Apr 28","New Line Cinema",2000,2000-04-28
"2381","fresh","52406","[{'id': 99, 'name': 'Documentary'}]",2009-05-26,0,"412000",72,"0.086169","[]",8.3,"25115","3","25115","Apr 9","-",2010,2010-04-09
"2382","freshmanorientation","41862","[{'id': 35, 'name': 'Comedy'}]",2004-01-18,0,"0",91,"1.065865","[{'name': 'Persistent Entertainment', 'id': 810}, {'name': 'L.I.F.T. Production', 'id': 1305}, {'name': 'Element Films', 'id': 2274}]",6.3,"11900","2","10718","Aug 31","Regent Releasing",2007,2007-08-31
"2383","frida","1360","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2002-08-29,56298474,"12000000",123,"11.283472","[{'name': 'Miramax Films', 'id': 14}, {'name': 'Lions Gate Films', 'id': 35}, {'name': 'Ventanarosa Productions', 'id': 689}, {'name': 'Handprint Entertainment', 'id': 690}]",7.3,"5372495","794","25885000","Oct 25","Miramax",2003,2003-10-25
"2384","frida","1360","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2002-08-29,56298474,"12000000",123,"11.283472","[{'name': 'Miramax Films', 'id': 14}, {'name': 'Lions Gate Films', 'id': 35}, {'name': 'Ventanarosa Productions', 'id': 689}, {'name': 'Handprint Entertainment', 'id': 690}]",7.3,"20518988","794","25885000","Oct 25","Miramax",2002,2002-10-25
"2385","fridayafternext","10426","[{'id': 35, 'name': 'Comedy'}]",2002-11-22,33526835,"20000000",85,"5.794821","[{'name': 'New Line Cinema', 'id': 12}]",6,"32351900","1621","33253609","Nov 22","New Line Cinema",2002,2002-11-22
"2386","fridayafternext","10426","[{'id': 35, 'name': 'Comedy'}]",2002-11-22,33526835,"20000000",85,"5.794821","[{'name': 'New Line Cinema', 'id': 12}]",6,"994093","1621","33253609","Nov 22","New Line Cinema",2003,2003-11-22
"2387","fridaynightlights","13416","[{'id': 18, 'name': 'Drama'}]",2004-10-08,61255921,"30000000",118,"13.041943","[{'name': 'Universal Studios', 'id': 13}, {'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Friday Night Lights LLC', 'id': 23438}, {'name': 'MDBF Filmgesellschaft mbH & Company KG', 'id': 23439}]",7,"61255921","3004","61255921","Oct 8","Universal Pictures",2004,2004-10-08
"2388","fridaythe13th","13207","[{'id': 27, 'name': 'Horror'}]",2009-02-11,91379051,"19000000",97,"14.20229","[{'name': 'New Line Cinema', 'id': 12}]",5.7,"65002019","3105","65002019","Feb 13","Warner Bros.",2009,2009-02-13
"2389","friendsandfamily","23423","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",2001-06-17,0,"0",87,"0.592235","[]",4.3,"127212","4","127212","May 16","Regent Releasing",2003,2003-05-16
"2390","friendswithbenefits","50544","[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",2011-07-21,150483765,"35000000",109,"10.009007","[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Screen Gems', 'id': 3287}, {'name': 'Olive Bridge Entertainment', 'id': 7291}]",6.5,"55802754","2926","55802754","Jul 22","Screen Gems",2011,2011-07-22
"2391","friendswithkids","80038","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2011-09-09,12186625,"0",100,"7.907571","[{'name': 'Locomotive', 'id': 6404}]",5.7,"7241073","640","7251073","Mar 9","Roadside Attractions",2012,2012-03-09
"2392","friendswithmoney","8998","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2006-09-07,13368437,"6500000",88,"8.869162","[{'name': 'Sony Pictures', 'id': 34}]",5.1,"13366989","1010","13368437","Apr 7","Sony Pictures Classics",2006,2006-04-07
"2393","frightnight","58151","[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",2011-08-18,24922237,"17000000",106,"9.665251","[{'name': 'Touchstone Pictures', 'id': 9195}]",6,"18302607","3114","18302607","Aug 19","Walt Disney Studios Motion Pictures",2011,2011-08-19
"2394","fromhell","768","[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2001-10-19,74558115,"35000000",122,"7.79014","[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Underworld Entertainment', 'id': 476}]",6.6,"31485734","2334","31602566","Oct 19","Twentieth Century Fox",2001,2001-10-19
"2395","fromhell","768","[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2001-10-19,74558115,"35000000",122,"7.79014","[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Underworld Entertainment', 'id': 476}]",6.6,"116832","2334","31602566","Oct 19","Twentieth Century Fox",2002,2002-10-19
"2396","fromjustintokelly","31246","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2003-06-20,4922166,"12000000",90,"1.695369","[{'name': '19 Entertainment', 'id': 20877}]",3,"4928883","2001","4928883","Jun 20","Twentieth Century Fox",2003,2003-06-20
"2397","frommexicowithlove","32286","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",2009-03-15,0,"0",96,"0.309273","[]",9,"548730","279","548787","Oct 9","Roadside Attractions",2009,2009-10-09
"2398","frommexicowithlove","32286","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",2009-03-15,0,"0",96,"0.309273","[]",9,"57","279","548787","Oct 9","Roadside Attractions",2010,2010-10-09
"2399","frompariswithlove","26389","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",2010-02-05,52826594,"52000000",92,"6.885593","[{'name': 'Apipoulaï', 'id': 1076}, {'name': 'M6 Films', 'id': 1115}, {'name': 'Canal+', 'id': 5358}, {'name': 'TPS Star', 'id': 6586}, {'name': 'Grive Productions', 'id': 6877}, {'name': 'EuropaCorp', 'id': 6896}, {'name': 'M6', 'id': 11261}, {'name': 'W9', 'id': 34774}]",6.2,"24077427","2722","24077427","Feb 5","Lionsgate",2010,2010-02-05
"2400","frompradatonada","50217","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2011-01-28,2500000,"93",107,"11.096527","[{'name': 'Lewis Gilbert Productions', 'id': 1575}, {'name': 'Lionsgate', 'id': 1632}, {'name': 'Modern VideoFilm', 'id': 7304}]",5,"3033623","261","3033623","Jan 28","Lionsgate",2011,2011-01-28
"2401","frontera","259611","[{'id': 37, 'name': 'Western'}, {'id': 18, 'name': 'Drama'}]",2014-07-31,0,"0",103,"4.489185","[{'name': 'MJW Films', 'id': 36433}, {'name': 'Ocean Blue Entertainment', 'id': 36434}]",6.2,"59696","14","59696","Sep 5","Magnolia Pictures",2014,2014-09-05
"2402","frontrunners","30906","[{'id': 99, 'name': 'Documentary'}]",2008-10-15,0,"0",80,"0.004706","[]",0,"26976","6","26976","Oct 15","Oscilloscope",2008,2008-10-15
"2403","frost/nixon","11499","[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",2008-10-15,0,"0",122,"11.641771","[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Working Title Films', 'id': 10163}]",7.2,"14252811","1105","18622031","Dec 5","Universal Pictures",2009,2009-12-05
"2404","frost/nixon","11499","[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",2008-10-15,0,"0",122,"11.641771","[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Working Title Films', 'id': 10163}]",7.2,"4369220","1105","18622031","Dec 5","Universal Pictures",2008,2008-12-05
"2405","frozen","170986","[{'id': 18, 'name': 'Drama'}]",2007-07-21,0,"0",110,"0.381779","[]",8.5,"263092648","3742","400738009","Nov 22","Walt Disney Studios Motion Pictures",2013,2013-11-22
"2406","frozen","170986","[{'id': 18, 'name': 'Drama'}]",2007-07-21,0,"0",110,"0.381779","[]",8.5,"246176","106","246176","Feb 5","Anchor Bay Films",2010,2010-02-05
"2407","frozen","170986","[{'id': 18, 'name': 'Drama'}]",2007-07-21,0,"0",110,"0.381779","[]",8.5,"137645361","3742","400738009","Nov 22","Walt Disney Studios Motion Pictures",2014,2014-11-22
"2408","frozen","109445","[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",2013-11-27,1274219009,"150000000",102,"24.248243","[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walt Disney Animation Studios', 'id': 6125}]",7.3,"263092648","3742","400738009","Nov 22","Walt Disney Studios Motion Pictures",2013,2013-11-22
"2409","frozen","109445","[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",2013-11-27,1274219009,"150000000",102,"24.248243","[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walt Disney Animation Studios', 'id': 6125}]",7.3,"246176","106","246176","Feb 5","Anchor Bay Films",2010,2010-02-05
"2410","frozen","109445","[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",2013-11-27,1274219009,"150000000",102,"24.248243","[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walt Disney Animation Studios', 'id': 6125}]",7.3,"137645361","3742","400738009","Nov 22","Walt Disney Studios Motion Pictures",2014,2014-11-22
"2411","frozen","44363","[{'id': 53, 'name': 'Thriller'}]",2010-02-05,3065860,"0",93,"10.245682","[{'name': 'ArieScope Pictures', 'id': 3960}, {'name': 'A Bigger Boat', 'id': 5855}]",5.9,"263092648","3742","400738009","Nov 22","Walt Disney Studios Motion Pictures",2013,2013-11-22
"2412","frozen","44363","[{'id': 53, 'name': 'Thriller'}]",2010-02-05,3065860,"0",93,"10.245682","[{'name': 'ArieScope Pictures', 'id': 3960}, {'name': 'A Bigger Boat', 'id': 5855}]",5.9,"246176","106","246176","Feb 5","Anchor Bay Films",2010,2010-02-05
"2413","frozen","44363","[{'id': 53, 'name': 'Thriller'}]",2010-02-05,3065860,"0",93,"10.245682","[{'name': 'ArieScope Pictures', 'id': 3960}, {'name': 'A Bigger Boat', 'id': 5855}]",5.9,"137645361","3742","400738009","Nov 22","Walt Disney Studios Motion Pictures",2014,2014-11-22
"2414","frozenriver","10183","[{'id': 18, 'name': 'Drama'}]",2008-08-01,0,"0",97,"4.747364","[{'name': 'Cohen Media Group', 'id': 9122}, {'name': 'Harwood Hunt Productions', 'id': 85817}]",6.7,"2309777","96","2511476","Aug 1","Sony Pictures Classics",2008,2008-08-01
"2415","frozenriver","10183","[{'id': 18, 'name': 'Drama'}]",2008-08-01,0,"0",97,"4.747364","[{'name': 'Cohen Media Group', 'id': 9122}, {'name': 'Harwood Hunt Productions', 'id': 85817}]",6.7,"201694","96","2511476","Aug 1","Sony Pictures Classics",2009,2009-08-01
"2416","fruitvalestation","157354","[{'id': 18, 'name': 'Drama'}]",2013-07-25,17385830,"0",85,"13.305596","[{'name': ""Forest Whitaker's Significant Productions"", 'id': 14638}, {'name': 'OG Project', 'id': 14639}]",7.3,"16101339","1086","16101339","Jul 12","The Weinstein Company",2013,2013-07-12
"2417","fuck","21710","[{'id': 99, 'name': 'Documentary'}]",2005-11-07,19791,"0",93,"2.048857","[]",6.6,"22359","5","22359","Nov 10","THINKFilm",2006,2006-11-10
"2418","fuel","34696","[{'id': 18, 'name': 'Drama'}]",2009-01-01,0,"0",95,"0.007032","[]",0,"32465","4","32465","Sep 18","-",2009,2009-09-18
"2419","fugitivepieces","18613","[{'id': 18, 'name': 'Drama'}]",2007-09-06,0,"0",104,"1.048087","[{'name': 'Serendipity Point Films', 'id': 805}, {'name': 'The Harold Greenberg Fund', 'id': 807}, {'name': 'Cinegram', 'id': 4045}, {'name': 'Strada Films', 'id': 19892}]",6.5,"635783","38","635783","May 2","The Samuel Goldwyn Company",2008,2008-05-02
"2420","fullfrontal","15186","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2002-08-02,2506446,"2000000",96,"2.186683","[{'name': 'Miramax Films', 'id': 14}, {'name': 'Populist Pictures', 'id': 14729}, {'name': 'Monophonic Inc.', 'id': 69989}]",4.8,"2512846","214","2512846","Aug 2","Miramax",2002,2002-08-02
"2421","fullofit","29362","[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",2007-03-01,0,"0",91,"5.569036","[{'name': 'New Line Cinema', 'id': 12}]",5.7,"14273","15","14273","Mar 2","New Line Cinema",2007,2007-03-02
"2422","funnygames","8461","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",2007-10-20,7938872,"15000000",112,"6.841586","[{'name': 'Celluloid Dreams', 'id': 860}, {'name': 'Tartan Films', 'id': 2458}, {'name': 'Film4', 'id': 9349}, {'name': 'Warner Independent Pictures (WIP)', 'id': 11509}]",6.3,"1294919","288","1294919","Mar 14","Warner Independent Pictures (WIP)",2008,2008-03-14
"2423","funnyhaha","33693","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",2002-09-20,76901,"0",85,"1.147626","[]",6.3,"77070","3","77070","Apr 29","Goodbye Cruel Releasing",2005,2005-04-29
"2424","funnypeople","20829","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2009-07-31,61458982,"75000000",146,"9.900376","[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Happy Madison Productions', 'id': 2608}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Apatow Productions', 'id': 10105}, {'name': 'Madison 23', 'id': 11708}]",5.6,"51855045","3008","51855045","Jul 31","Universal Pictures",2009,2009-07-31
"2425","funsize","82679","[{'id': 35, 'name': 'Comedy'}]",2012-10-25,11417362,"14000000",87,"6.891823","[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Nickelodeon Movies', 'id': 2348}, {'name': 'Anonymous Content', 'id': 10039}, {'name': 'Fake Empire', 'id': 13204}]",5.5,"9409538","3016","9409538","Oct 26","Paramount Pictures",2012,2012-10-26
"2426","funwithdickandjane","7552","[{'id': 35, 'name': 'Comedy'}]",2005-12-21,202026112,"100000000",90,"13.473381","[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'JC 23 Entertainment', 'id': 76714}]",5.9,"56270199","3239","110332737","Dec 21","Sony Pictures Releasing",2006,2006-12-21
"2427","funwithdickandjane","7552","[{'id': 35, 'name': 'Comedy'}]",2005-12-21,202026112,"100000000",90,"13.473381","[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'JC 23 Entertainment', 'id': 76714}]",5.9,"54062538","3239","110332737","Dec 21","Sony Pictures Releasing",2005,2005-12-21
"2428","fur:animaginaryportraitofdianearbus","18615","[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",2006-08-30,2281089,"16800000",122,"5.108321","[{'name': 'River Road Entertainment', 'id': 1246}, {'name': 'Edward R. Pressman Film', 'id': 6455}, {'name': 'Iron Film', 'id': 36650}]",5.8,"223202","39","223202","Nov 10","Picturehouse",2006,2006-11-10
"2429","furious7","168259","[{'id': 28, 'name': 'Action'}]",2015-04-01,1506249360,"190000000",137,"27.275687","[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Original Film', 'id': 333}, {'name': 'Fuji Television Network', 'id': 3341}, {'name': 'Dentsu', 'id': 6452}, {'name': 'One Race Films', 'id': 7154}, {'name': 'China Film Co.', 'id': 40890}, {'name': 'Québec Production Services Tax Credit', 'id': 86352}, {'name': 'Media Rights Capital (MRC)', 'id': 86655}, {'name': 'Abu Dhabi Film Commission', 'id': 87857}, {'name': 'Colorado Office of Film, Television & Media', 'id': 87858}]",7.3,"353007020","4022","353007020","Apr 3","Universal Pictures",2015,2015-04-03
"2430","furryvengeance","35169","[{'id': 35, 'name': 'Comedy'}]",2010-04-02,39340177,"35000000",92,"10.794556","[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Robert Simonds Productions', 'id': 3929}, {'name': 'Participant Media', 'id': 6735}, {'name': 'Imagenation Abu Dhabi FZ', 'id': 6736}, {'name': 'Furry Vengeance Productions', 'id': 34447}]",4.6,"17630465","3002","17630465","Apr 30","Summit Entertainment",2010,2010-04-30
"2431","fury","228150","[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",2014-10-15,211817906,"68000000",135,"36.713807","[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'QED International', 'id': 11029}, {'name': 'Crave Films', 'id': 16312}, {'name': 'LStar Capital', 'id': 34034}, {'name': 'Huayi Brothers Media', 'id': 39649}, {'name': 'Le Grisbi Productions', 'id': 47169}]",7.4,"85244339","3313","85817906","Oct 17","Sony Pictures Releasing",2014,2014-10-17
"2432","fury","228150","[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",2014-10-15,211817906,"68000000",135,"36.713807","[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'QED International', 'id': 11029}, {'name': 'Crave Films', 'id': 16312}, {'name': 'LStar Capital', 'id': 34034}, {'name': 'Huayi Brothers Media', 'id': 39649}, {'name': 'Le Grisbi Productions', 'id': 47169}]",7.4,"573567","3313","85817906","Oct 17","Sony Pictures Releasing",2015,2015-10-17
"2433","g","15155","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2002-05-10,3020784,"0",96,"0.884526","[{'name': 'Andrew Lauren Productions (ALP)', 'id': 19194}]",6.8,"3020784","495","3020784","Sep 16","-",2005,2005-09-16
"2434","g-force","19585","[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",2009-07-21,292817841,"150000000",88,"9.163791","[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Jerry Bruckheimer Films', 'id': 130}, {'name': 'Whamaphram Productions', 'id': 3639}]",5.1,"119436770","3697","119436770","Jul 24","Walt Disney Studios Motion Pictures",2009,2009-07-24
"2435","g.i.joe:retaliation","72559","[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",2013-03-26,371876278,"130000000",110,"10.560608","[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Di Bonaventura Pictures', 'id': 435}, {'name': 'Hasbro', 'id': 2598}, {'name': 'Skydance Productions', 'id': 6277}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Saints LA', 'id': 19719}]",5.4,"122523060","3734","122523060","Mar 28","Paramount Pictures",2013,2013-03-28
"2436","g.i.joe:theriseofcobra","14869","[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",2009-08-04,302469017,"175000000",118,"11.787058","[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'Di Bonaventura Pictures', 'id': 435}, {'name': 'Hasbro', 'id': 2598}, {'name': 'Kontsept Film Company', 'id': 76067}]",5.6,"150201498","4007","150201498","Aug 7","Paramount Pictures",2009,2009-08-07
"2437","gabbarisback","337876","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",2015-05-01,4.1e+07,"11000000",128,"1.812728","[{'name': 'Bhansali Films', 'id': 1892}]",7,"534601","107","534601","May 1","Eros International",2015,2015-05-01
"2438","gabriel","9997","[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",2007-11-15,0,"0",109,"3.840024","[{'name': 'HILT Productions', 'id': 8916}, {'name': 'Redline Films', 'id': 38622}]",5,"6959","3","6959","Jun 19","Oscilloscope",2015,2015-06-19
"2439","gabriel","261817","[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 53, 'name': 'Thriller'}]",2014-04-17,0,"0",88,"0.877002","[]",7.3,"6959","3","6959","Jun 19","Oscilloscope",2015,2015-06-19
"2440","gabriela","291675","[]",2001-02-14,0,"0",0,"0.001187","[]",0,"2335352","30","2335352","Mar 16","-",2001,2001-03-16
"2441","gabrielle","215031","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2013-09-20,0,"0",104,"1.138099","[{'name': 'Micro scope', 'id': 7272}]",5.8,"5534","1","5534","Apr 18","Entertainment One",2014,2014-04-18
"2442","gabrielle","215031","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2013-09-20,0,"0",104,"1.138099","[{'name': 'Micro scope', 'id': 7272}]",5.8,"332829","12","332829","Jul 14","IFC Films",2006,2006-07-14
"2443","gabrielle","32687","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",2005-01-01,0,"0",90,"1.129631","[{'name': 'Azor Film', 'id': 1059}]",6,"5534","1","5534","Apr 18","Entertainment One",2014,2014-04-18
"2444","gabrielle","32687","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",2005-01-01,0,"0",90,"1.129631","[{'name': 'Azor Film', 'id': 1059}]",6,"332829","12","332829","Jul 14","IFC Films",2006,2006-07-14
"2445","game6","80919","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2005-03-10,0,"0",87,"4.396455","[{'name': 'Double Play', 'id': 2957}, {'name': 'Vox3 Films', 'id': 3279}, {'name': 'Serenade Films', 'id': 3459}]",4.6,"129664","13","129664","Mar 10","Kindred Media Group",2006,2006-03-10
"2446","gamer","18501","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",2009-09-03,40828540,"50000000",95,"9.730681","[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Lionsgate', 'id': 1632}]",5.6,"20534907","2502","20534907","Sep 4","Lionsgate",2009,2009-09-04
"2447","gamer","82495","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10769, 'name': 'Foreign'}]",2001-03-21,0,"0",0,"0.759754","[]",3.2,"20534907","2502","20534907","Sep 4","Lionsgate",2009,2009-09-04
"2448","gangsofnewyork","3131","[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 80, 'name': 'Crime'}]",2002-12-14,193772504,"100000000",167,"14.922399","[{'name': 'Miramax Films', 'id': 14}, {'name': 'Initial Entertainment Group (IEG)', 'id': 7380}, {'name': 'Alberto Grimaldi Productions', 'id': 7381}]",7.1,"34325000","2340","77812000","Dec 20","Miramax",2002,2002-12-20
"2449","gangsofnewyork","3131","[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 80, 'name': 'Crime'}]",2002-12-14,193772504,"100000000",167,"14.922399","[{'name': 'Miramax Films', 'id': 14}, {'name': 'Initial Entertainment Group (IEG)', 'id': 7380}, {'name': 'Alberto Grimaldi Productions', 'id': 7381}]",7.1,"43461051","2340","77812000","Dec 20","Miramax",2003,2003-12-20
"2450","gangsterno.1","10394","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2000-06-09,0,"0",103,"2.811699","[{'name': 'Filmboard Berlin-Brandenburg (FBB)', 'id': 269}, {'name': 'Pagoda Film', 'id': 4117}, {'name': 'Film4', 'id': 9349}, {'name': 'Little Bird', 'id': 11358}, {'name': 'NFH Productions', 'id': 18737}, {'name': 'Road Movies Filmproduktion', 'id': 19320}, {'name': 'British Screen Productions', 'id': 20777}, {'name': 'British Sky Broadcasting (BSkyB)', 'id': 52926}]",6.5,"30915","1","30915","Jun 14","IFC Films",2002,2002-06-14
"2451","gangstersquad","82682","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",2013-01-10,105200903,"60000000",113,"8.581558","[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Lin Pictures', 'id': 2723}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Langley Park Production', 'id': 8057}]",6.2,"46000903","3103","46000903","Jan 11","Warner Bros.",2013,2013-01-11
"2452","garagedays","25921","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",2002-10-03,0,"0",105,"1.002876","[{'name': 'Mystery Clock Cinema', 'id': 908}, {'name': 'Australian Film Finance Corporation (AFFC)', 'id': 8724}]",4.9,"32500","23","32500","Jul 18","Fox Searchlight Pictures",2003,2003-07-18
"2453","garçonstupide","12453","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2004-03-10,0,"0",94,"0.744643","[]",4.4,"27317","4","151702","Sep 16","-",2006,2006-09-16
"2454","garçonstupide","12453","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2004-03-10,0,"0",94,"0.744643","[]",4.4,"124477","4","151702","Sep 16","-",2005,2005-09-16
"2455","gardenparty","14196","[{'id': 18, 'name': 'Drama'}]",2008-07-11,0,"0",88,"2.061031","[{'name': 'Lookout Films', 'id': 21100}]",4.9,"21886","7","21886","Jul 11","Roadside Attractions",2008,2008-07-11
